NEW-Gene-ID,Zscore,Direction,P
RAP1A,-1.964,-,0.04953
DMWD,1.963,+,0.04965
MAPK15,1.963,+,0.04967
MDGA1,1.962,+,0.04981
OR2T12,1.962,+,0.04981
PPP1R9B,1.962,+,0.04981
KCNK4,1.961,+,0.04988
NTHL1,-1.961,-,0.04988
ICAM3,1.961,+,0.0499
HAUS8,-1.96,-,0.04994
BAMBI,1.96,+,0.04994
CD59,-1.96,-,0.05
MINPP1,-1.959,-,0.05008
CD2,1.959,+,0.05008
CNRIP1,1.959,+,0.05014
HIST1H2BG,-1.959,-,0.05015
DTWD1,-1.958,-,0.0502
TTK,-1.958,-,0.05021
MIIP,1.958,+,0.05022
ADAMTS13,1.958,+,0.05023
ALG12,1.957,+,0.05029
COPS8,-1.957,-,0.05037
RP5-1097F14.3,1.956,+,0.05041
TMEM80,1.955,+,0.05053
LARP1B,-1.955,-,0.05054
C16orf46,1.955,+,0.05056
GALE,1.955,+,0.0506
KIF27,1.955,+,0.05063
RGL2,1.955,+,0.05064
FBXW7,-1.954,-,0.05068
DENND4C,-1.954,-,0.05076
OSTCP1,1.953,+,0.05085
ATP13A2,1.953,+,0.05086
IFIT2,1.952,+,0.05088
MGAT2,-1.952,-,0.0509
ST8SIA3,1.952,+,0.05091
TPK1,1.952,+,0.05095
WEE1,1.952,+,0.05098
LRRC15,1.951,+,0.05101
ZNF625,1.951,+,0.05102
FAM83F,1.95,+,0.05114
TANGO2,1.95,+,0.05115
SERPINA13P,1.95,+,0.05116
AVP,1.949,+,0.05127
IKZF2,-1.949,-,0.05128
PURB,-1.948,-,0.05147
C6orf47,1.947,+,0.05148
SLC38A10,1.947,+,0.05156
EIF1AD,1.947,+,0.05156
LIN7B,-1.947,-,0.05159
ING1,-1.947,-,0.05159
LYPLAL1,1.946,+,0.05161
CNGA3,1.946,+,0.05161
DDX59,1.946,+,0.05163
HAPLN4,1.946,+,0.05165
PSMD7,-1.945,-,0.05177
U2AF1,-1.945,-,0.05181
JOSD1,1.944,+,0.05186
RMDN3,1.943,+,0.05201
DDX17,1.943,+,0.05205
CTCF,-1.941,-,0.05223
HIST1H3D,1.94,+,0.05234
LZTS2,-1.939,-,0.05247
OSBPL11,1.939,+,0.05247
MED14,-1.939,-,0.05248
UBE2C,1.939,+,0.05252
KLC3,1.938,+,0.05258
RELB,1.938,+,0.05259
PGLYRP3,-1.938,-,0.05265
CCNB2,-1.938,-,0.05267
CDH24,1.937,+,0.05272
LRFN3,1.937,+,0.05275
SERP1,1.937,+,0.05276
SH2D3C,1.937,+,0.05276
DZIP1L,1.937,+,0.05278
EMC2,-1.937,-,0.05279
ZNF33A,-1.937,-,0.05279
ORC4,-1.936,-,0.05282
ZC3H10,1.936,+,0.05285
PEX16,1.936,+,0.05288
PPP6C,-1.935,-,0.05297
DENND2C,-1.935,-,0.05298
CNOT6,-1.935,-,0.05301
ARHGAP42,1.935,+,0.05302
DGCR14,-1.935,-,0.05303
HDAC11,1.933,+,0.05318
OVGP1,-1.933,-,0.05327
RAB11A,-1.933,-,0.05329
DHX29,-1.932,-,0.05332
ACSL6,-1.931,-,0.05342
CORO1A,-1.931,-,0.05344
KCNH3,1.931,+,0.05345
KIF26B,1.931,+,0.05348
SRP19,-1.931,-,0.05351
C10orf118,-1.93,-,0.05366
ANAPC11,1.929,+,0.0537
RWDD4,-1.928,-,0.0538
PHLDB3,-1.928,-,0.05388
CD160,1.927,+,0.05393
HAPLN2,1.927,+,0.05398
FECH,1.927,+,0.05401
GDI1,1.926,+,0.0541
NDUFAB1,-1.926,-,0.05412
LINC00174,1.925,+,0.0542
CNKSR1,1.924,+,0.05432
PELI1,1.924,+,0.05439
FXYD6,1.923,+,0.05445
HHEX,1.922,+,0.05455
PPP1R17,1.922,+,0.05463
RRAGA,1.922,+,0.05463
ACYP2,1.921,+,0.05472
H1F0,1.921,+,0.05475
CWC25,1.921,+,0.05478
LFNG,1.921,+,0.05479
NAA50,1.918,+,0.05508
GK,1.918,+,0.05511
ZNF474,1.918,+,0.05514
DARS2,-1.917,-,0.05518
KIT,-1.917,-,0.05521
SNAPC5,-1.917,-,0.05522
BTNL2,1.917,+,0.05523
PSORS1C1,1.917,+,0.05526
ENTPD3,1.916,+,0.05531
GEMIN2,-1.916,-,0.05533
TBX6,1.915,+,0.05544
TNPO1,-1.915,-,0.05545
ASH1L,-1.915,-,0.05549
ADM2,-1.914,-,0.05567
ATPIF1,1.913,+,0.05572
SEMA4D,-1.913,-,0.05572
CCDC135,1.913,+,0.05577
SLC12A8,1.912,+,0.05592
SLC45A4,1.912,+,0.05592
IFRD2,-1.911,-,0.05597
MAPKAP1,1.91,+,0.05613
CXCR4,-1.91,-,0.05615
C14orf169,-1.91,-,0.05618
WHSC1L1,-1.909,-,0.05621
ST13P4,-1.909,-,0.05623
TECPR1,-1.909,-,0.05629
GJC1,1.909,+,0.05633
B3GNT2,-1.908,-,0.05641
KCTD9,-1.908,-,0.05642
CUEDC2,1.908,+,0.05644
C9orf41,-1.907,-,0.05649
HIST1H3F,-1.907,-,0.05652
ZFP1,-1.907,-,0.05653
AGTR2,1.907,+,0.05655
EIF2B1,-1.906,-,0.05663
GID4,1.906,+,0.05667
TBL3,-1.905,-,0.05683
H2AFJ,1.904,+,0.05688
PPP6R3,-1.904,-,0.0569
EPPIN,1.904,+,0.05694
PREP,1.903,+,0.05701
ADORA2B,1.903,+,0.05703
MAP7,-1.902,-,0.05711
HOXB1,1.902,+,0.05715
SDSL,1.9,+,0.05737
NFE2L2,-1.9,-,0.05742
ZNF589,-1.9,-,0.05745
FAM47B,1.899,+,0.0575
RPL32P3,1.899,+,0.05763
CENPP,-1.899,-,0.05763
KIAA0513,1.897,+,0.0578
ALPI,1.897,+,0.05781
TUFT1,1.897,+,0.05782
FRYL,-1.897,-,0.05782
TLE3,1.897,+,0.05787
CAPN5,-1.896,-,0.05791
HTR6,1.896,+,0.05795
MYO1C,1.895,+,0.05803
CAPS,-1.895,-,0.05803
FBXL13,-1.895,-,0.05811
DHRS2,1.895,+,0.05811
SCNN1B,1.894,+,0.05817
LRFN4,1.893,+,0.05832
ROM1,1.892,+,0.05849
MNT,1.892,+,0.05849
INSR,1.892,+,0.05854
PEX11B,-1.891,-,0.05864
OGFOD3,-1.891,-,0.05868
BARX2,1.891,+,0.05869
CNOT4,-1.89,-,0.0587
KIAA1551,-1.89,-,0.05872
CAMK1D,1.889,+,0.05889
ZNF350,-1.889,-,0.05892
NUBP1,1.888,+,0.05902
PITPNM1,1.887,+,0.05918
YPEL3,1.887,+,0.05918
CDIP1,-1.887,-,0.0592
HSD11B1L,1.886,+,0.05929
RAD51D,-1.886,-,0.05936
LSM14B,1.885,+,0.0594
NOTCH4,1.885,+,0.05946
OSM,1.884,+,0.05956
EVC2,1.884,+,0.05959
NTSR1,1.884,+,0.05963
FLJ45256,1.883,+,0.05965
PPCDC,-1.883,-,0.05965
HP1BP3,-1.882,-,0.0598
TUBB7P,1.882,+,0.05982
ARL3,-1.882,-,0.05989
DIO3,-1.882,-,0.0599
SASH1,1.881,+,0.05991
CLEC4A,1.881,+,0.05992
UBE2E2,-1.881,-,0.05996
MRPL34,-1.881,-,0.06
TEX30,-1.88,-,0.06008
KANSL3,1.88,+,0.06009
CASC4,-1.88,-,0.06009
NFYC,1.879,+,0.06022
NBAS,-1.879,-,0.06023
MAPRE3,1.879,+,0.0603
LCNL1,1.877,+,0.06054
RCN3,1.877,+,0.06057
ARHGAP11A,1.877,+,0.06058
SHC1,1.876,+,0.06062
ZBTB44,1.876,+,0.06062
TP53RK,-1.876,-,0.06071
ICT1,-1.875,-,0.06083
VRK2,1.874,+,0.06086
PLEKHA3,-1.874,-,0.06093
BCL3,1.874,+,0.06096
STK16,1.874,+,0.06097
CNTROB,1.873,+,0.06106
C11orf53,1.873,+,0.06107
TDRD9,-1.872,-,0.06114
AIMP2,-1.872,-,0.06123
ARHGEF25,1.872,+,0.06127
ZP3,1.872,+,0.06127
MAPK1IP1L,-1.871,-,0.06136
ATP6V1E1,1.87,+,0.06144
ATRX,-1.87,-,0.06145
CAPN7,-1.87,-,0.06148
SMURF1,1.867,+,0.06186
CMTM7,-1.867,-,0.06194
FAM110A,-1.867,-,0.06196
GIGYF2,-1.865,-,0.06218
MLEC,-1.864,-,0.06233
AOC1,1.862,+,0.06257
KIF5B,-1.862,-,0.06263
TAF5L,1.862,+,0.06263
PRKAA1,-1.861,-,0.06276
TIMM22,-1.861,-,0.06277
ENY2,1.861,+,0.06278
RTCA,1.861,+,0.06278
AKR1C2,-1.86,-,0.06286
POLDIP3,-1.859,-,0.06297
MGC50273,1.859,+,0.06303
MON1A,1.859,+,0.06309
CROCC,-1.858,-,0.06313
TPRKB,-1.858,-,0.06313
NEDD4L,-1.858,-,0.06321
JMJD7-PLA2G4B,-1.858,-,0.06322
TSSK3,1.857,+,0.06333
ZNF688,1.856,+,0.06351
HTR1D,1.855,+,0.06355
MMD,-1.855,-,0.06356
ANKZF1,1.855,+,0.06362
NFKBID,1.854,+,0.06368
ZNF658,1.854,+,0.06368
ZNF655,1.854,+,0.06372
ISY1,1.854,+,0.0638
TMEM65,-1.854,-,0.06381
BEGAIN,1.853,+,0.06386
CCNK,-1.853,-,0.06391
ADSS,-1.852,-,0.06403
HOXB4,1.852,+,0.06405
HERC6,-1.851,-,0.0641
PANX2,1.851,+,0.06416
FARSA,-1.851,-,0.0642
MYL12A,-1.85,-,0.06432
NF1,1.85,+,0.06434
GPN2,1.85,+,0.06438
PTBP3,-1.849,-,0.06447
KPNA5,-1.849,-,0.06449
EPB41L4B,1.849,+,0.06452
CYB5D2,1.848,+,0.06454
SPRR2D,1.848,+,0.06454
PARPBP,-1.848,-,0.06459
TIAM1,-1.847,-,0.06468
HIGD2A,-1.847,-,0.06473
LRTOMT,1.846,+,0.06492
CARD14,1.846,+,0.06494
MCM3AP,-1.845,-,0.06497
KLHDC7A,1.845,+,0.06503
IRF3,1.845,+,0.06508
CCNY,1.844,+,0.06522
FAM155B,1.844,+,0.06523
RASSF5,1.844,+,0.06524
DCP1B,-1.843,-,0.06529
CDR2L,1.843,+,0.06529
ACSS2,1.842,+,0.0654
MEMO1,1.842,+,0.06543
NKX2-3,1.842,+,0.06545
HSD17B7,-1.842,-,0.06546
GPATCH3,1.841,+,0.06561
ROCK2,1.84,+,0.06574
UAP1,1.84,+,0.06575
HSPA1L,1.84,+,0.06576
REXO1,1.84,+,0.06577
CMTM4,1.84,+,0.06582
TMEM151B,1.84,+,0.06582
NCDN,1.84,+,0.06583
LSG1,-1.838,-,0.06608
FLYWCH1,1.837,+,0.0662
MAPRE1,1.837,+,0.0662
MFSD6,1.836,+,0.06635
EGR3,1.836,+,0.06639
FAM209B,1.836,+,0.06642
ST14,1.834,+,0.06659
RASA3,-1.834,-,0.06661
GPD1L,-1.833,-,0.06674
POLD1,-1.833,-,0.06678
NUCKS1,-1.833,-,0.06686
RALGAPA2,1.832,+,0.06698
SLC46A3,-1.831,-,0.06703
FOXJ2,-1.831,-,0.06703
ARID4A,-1.831,-,0.06706
CTAGE5,1.831,+,0.06706
QRICH1,-1.831,-,0.06716
GPR162,-1.83,-,0.06726
MAD1L1,-1.83,-,0.06726
FAM53C,1.829,+,0.06737
RTCB,-1.829,-,0.06737
TCP1,-1.829,-,0.06741
DFNA5,-1.829,-,0.06744
VWA3A,1.829,+,0.06745
IGFBP4,1.829,+,0.06746
MOSPD2,-1.827,-,0.06767
UNC50,-1.826,-,0.06779
LEAP2,-1.826,-,0.06781
PSD3,1.826,+,0.06789
MSI2,1.826,+,0.06791
ABCC10,1.825,+,0.06796
PPP1R16B,1.825,+,0.06796
OAZ1,1.825,+,0.06802
PRDM14,1.825,+,0.06804
RIT1,1.825,+,0.06807
PABPC5,1.824,+,0.06813
C22orf23,1.824,+,0.06813
MRPL16,-1.824,-,0.06816
PIFO,1.823,+,0.06824
REM2,1.823,+,0.0683
ALDOB,1.822,+,0.06839
SLC34A2,1.822,+,0.06839
TACC3,-1.822,-,0.0684
ARL4A,-1.822,-,0.06848
MOGS,-1.822,-,0.06851
A1CF,1.822,+,0.06853
TP53AIP1,1.821,+,0.06854
DMTF1,-1.821,-,0.06867
ZNF3,-1.82,-,0.06876
PC,1.819,+,0.06894
POGK,-1.818,-,0.069
SYNE3,1.818,+,0.069
ATP6V1A,-1.818,-,0.06901
IRF2,1.818,+,0.06909
ZNF692,1.818,+,0.0691
WDTC1,1.818,+,0.06913
PICALM,-1.817,-,0.06918
IFI44L,1.817,+,0.06921
MIB2,-1.817,-,0.06922
TMEM101,-1.816,-,0.0693
FAM104A,1.816,+,0.06936
TMEM177,-1.816,-,0.0694
SLC48A1,1.815,+,0.06959
STAB1,1.814,+,0.0697
TAF1,-1.814,-,0.06973
C19orf52,-1.813,-,0.06976
IDH3G,1.812,+,0.06991
RNF125,1.812,+,0.06998
EIF6,1.812,+,0.07002
NR2E1,1.812,+,0.07004
MED25,1.812,+,0.07005
ATP1B2,-1.812,-,0.07005
CPED1,-1.811,-,0.07007
TFEC,1.811,+,0.07016
TMCO1,1.811,+,0.07019
IDUA,-1.811,-,0.07022
SEPN1,1.81,+,0.07024
STXBP4,-1.81,-,0.07025
KBTBD6,-1.81,-,0.07026
HIST1H1C,1.81,+,0.0703
CRBN,-1.81,-,0.07037
CSNK1G1,1.809,+,0.07039
LARP4B,1.809,+,0.07048
COL12A1,1.808,+,0.07064
FAM122B,-1.808,-,0.07067
GPD2,1.807,+,0.07069
SLC39A7,1.807,+,0.0707
APIP,-1.807,-,0.07072
ZNF568,-1.807,-,0.07081
DYNC1LI1,1.806,+,0.07085
PITHD1,1.806,+,0.07095
ZNF346,-1.805,-,0.07105
MUL1,1.804,+,0.07124
C1QTNF4,1.804,+,0.07127
XPR1,1.804,+,0.0713
PXMP4,-1.803,-,0.07138
DDAH2,1.803,+,0.07142
NPPA,1.803,+,0.07142
SERPINB9,1.802,+,0.07149
EPHB3,1.802,+,0.07151
NNMT,1.802,+,0.07156
ESPL1,1.802,+,0.07159
MID1IP1,1.802,+,0.07161
ISG20L2,1.801,+,0.07164
RP3-402G11.5,1.801,+,0.07164
PTPRQ,1.801,+,0.07176
ASTE1,-1.8,-,0.07193
OR11L1,1.799,+,0.07195
NFAM1,1.799,+,0.07207
CADPS,1.798,+,0.07216
CCDC27,1.798,+,0.07225
ARFRP1,-1.797,-,0.07228
PHF16,-1.797,-,0.07231
SPRR1A,1.797,+,0.07241
AP3M1,-1.796,-,0.07249
PDZD8,1.795,+,0.07259
CNOT8,1.795,+,0.07262
BAG4,1.795,+,0.07265
LIMS2,-1.795,-,0.07268
SETD3,-1.794,-,0.07274
RWDD2B,-1.794,-,0.07276
RTEL1,1.794,+,0.07276
TMEM164,1.793,+,0.0729
NME4,-1.792,-,0.0731
PECR,-1.792,-,0.07312
PAK3,1.792,+,0.07315
TMEM128,-1.791,-,0.07322
KRTAP13-2,1.791,+,0.07325
BAD,1.79,+,0.07346
UQCRC2,-1.79,-,0.07353
SNRNP35,1.789,+,0.07368
ACOX1,1.788,+,0.07373
CLEC10A,1.788,+,0.07383
LSMEM1,1.787,+,0.074
DGUOK,-1.786,-,0.07407
C8orf34,1.786,+,0.07409
GLRX2,1.786,+,0.07409
DHX9,-1.786,-,0.07415
HLA-DMB,1.785,+,0.07431
PBRM1,-1.784,-,0.07437
SP140,1.784,+,0.0744
MARCH5,-1.784,-,0.07442
CREB1,-1.784,-,0.07444
RDM1,-1.784,-,0.07444
SLC22A18AS,1.783,+,0.07453
TMEM207,1.783,+,0.07467
TTLL1,-1.782,-,0.07473
ABCA9,1.781,+,0.07486
CC2D1B,1.781,+,0.07489
TBC1D22B,1.781,+,0.07491
IRF7,1.781,+,0.07494
FAM105A,1.781,+,0.07499
TMEM87A,-1.78,-,0.07501
MEI1,1.78,+,0.07505
CARHSP1,1.78,+,0.07506
SCRIB,1.779,+,0.07528
RBM39,-1.777,-,0.07557
PRR18,1.777,+,0.07561
ASCC2,-1.777,-,0.07564
ERLIN1,1.776,+,0.07566
CXCR2P1,1.776,+,0.0758
GANAB,-1.775,-,0.07585
TMEM91,1.775,+,0.07587
BEST3,1.775,+,0.0759
TRAPPC13,-1.775,-,0.07591
TMBIM4,1.775,+,0.07597
GCKR,1.775,+,0.07598
MBNL1,-1.774,-,0.07599
SLC43A2,1.774,+,0.07608
DPP8,1.774,+,0.07611
PADI1,1.773,+,0.0763
SSR1,-1.772,-,0.07636
RSBN1L,-1.772,-,0.07641
ZNF317,-1.772,-,0.07646
SMYD4,-1.771,-,0.07663
ZDHHC17,-1.77,-,0.07671
SBNO1,-1.77,-,0.07676
YARS,-1.77,-,0.07677
REST,-1.769,-,0.07684
AGFG2,1.769,+,0.0769
PSMA1,-1.769,-,0.07693
ZMYND12,-1.768,-,0.07698
SUGP2,1.768,+,0.07701
CD274,1.768,+,0.07705
SSBP3,1.768,+,0.07706
ZNF579,-1.768,-,0.0771
RPS6KC1,1.768,+,0.07711
TMEM192,-1.767,-,0.07717
RGS6,-1.767,-,0.07721
ALPL,-1.767,-,0.07726
POT1,-1.767,-,0.0773
KCNH2,1.766,+,0.07732
GPANK1,1.766,+,0.07737
OR52A5,-1.766,-,0.07741
CAMK2N1,1.764,+,0.0777
GALNT11,1.764,+,0.07776
KLF3,-1.764,-,0.07779
RAP1GDS1,1.764,+,0.07779
C1orf50,-1.763,-,0.07783
CENPB,1.763,+,0.07795
SLC23A3,-1.763,-,0.07797
GSTCD,-1.762,-,0.07812
DCTN4,1.762,+,0.07813
RFX5,1.762,+,0.07814
PRKX,-1.761,-,0.07824
MTM1,-1.76,-,0.07841
MFSD3,-1.76,-,0.07843
DCTD,-1.76,-,0.07845
ACSF3,-1.759,-,0.07853
TRIP12,1.759,+,0.0786
HNF4A,1.757,+,0.0789
RBM38,1.757,+,0.0789
NRDE2,1.757,+,0.0789
RPA4,1.756,+,0.07901
AC092839.1,-1.755,-,0.07926
MRPL51,-1.755,-,0.07933
RYR1,1.754,+,0.07936
PPT2,-1.754,-,0.07938
SLC39A13,1.754,+,0.07939
ARHGAP27,1.754,+,0.07941
WAS,1.754,+,0.07944
C20orf195,1.753,+,0.0796
DNAJC8,-1.753,-,0.07962
RC3H2,1.753,+,0.07966
OR1L8,1.753,+,0.07969
CASP10,1.752,+,0.07973
GGT7,-1.752,-,0.07982
MST1,-1.751,-,0.07999
KCNJ14,1.751,+,0.08001
INTU,-1.749,-,0.08028
NELL1,1.748,+,0.08041
RARRES2,1.748,+,0.08047
SEMA4B,1.748,+,0.08048
NEIL2,-1.748,-,0.08048
OR52D1,1.748,+,0.08048
LHFP,1.747,+,0.08062
CHMP3,1.747,+,0.08062
C19orf53,-1.746,-,0.08075
B4GALT3,1.746,+,0.08082
CDC20B,1.746,+,0.08083
SPP1,1.746,+,0.08089
NARF,1.745,+,0.08093
ATRAID,1.745,+,0.08096
CCNJL,-1.745,-,0.08096
SBNO2,1.743,+,0.08129
TMEM126A,-1.743,-,0.0813
ETFB,-1.743,-,0.08132
E4F1,-1.743,-,0.08136
NCOR1,-1.743,-,0.08138
CA13,1.742,+,0.0815
SLC10A7,1.742,+,0.08152
EID3,-1.741,-,0.08161
FGF2,1.741,+,0.08162
RFWD2,1.741,+,0.08165
KRT23,-1.741,-,0.08165
DCAF12,1.741,+,0.08175
UPB1,-1.741,-,0.08175
SLC35A5,1.74,+,0.08178
TMEM191A,-1.74,-,0.08179
CGRRF1,1.74,+,0.08182
CEP164,1.739,+,0.08197
SHOC2,-1.739,-,0.08201
SCFD1,-1.739,-,0.08209
PDCD10,-1.738,-,0.08212
SHFM1,-1.739,-,0.08212
FAM174B,-1.738,-,0.08225
GLIS3,1.737,+,0.08231
REL,1.737,+,0.0824
RNF121,1.737,+,0.08247
SLC41A1,-1.735,-,0.08273
ASTL,1.735,+,0.08279
DUSP19,-1.734,-,0.08286
ZNF585B,-1.734,-,0.08292
RTF1,1.734,+,0.08298
TMX3,-1.733,-,0.08303
CDK3,1.733,+,0.08313
RNPEPL1,1.731,+,0.0834
SEMA3C,1.731,+,0.08343
ZMIZ2,1.731,+,0.08349
KMT2E,-1.731,-,0.08352
C7orf10,-1.73,-,0.08356
AFAP1L1,1.73,+,0.08358
PSD4,1.73,+,0.08367
ANKS1B,1.729,+,0.08377
CCDC35,-1.729,-,0.08383
RIN3,1.729,+,0.08385
TMEM259,-1.729,-,0.08389
SC5D,-1.728,-,0.08396
SRSF11,-1.727,-,0.08413
RTP2,1.727,+,0.08415
C5orf22,-1.727,-,0.08424
PDCL,-1.726,-,0.08437
PCDH9,-1.726,-,0.08441
YTHDF3,1.725,+,0.08446
MMRN1,1.725,+,0.08448
RHBDL2,-1.725,-,0.08453
PLEKHG7,1.725,+,0.08455
MYO1F,1.725,+,0.08456
C1GALT1C1,-1.724,-,0.08466
JARID2,-1.724,-,0.08476
POTEA,-1.722,-,0.0851
PTTG2,-1.721,-,0.0852
PIM1,1.721,+,0.08522
C17orf54,1.721,+,0.08532
C4orf36,1.721,+,0.08532
PDE4C,1.72,+,0.08538
TTLL5,-1.72,-,0.08539
PDGFB,1.72,+,0.08543
BCAT2,-1.72,-,0.08544
C19orf57,1.719,+,0.0856
NMNAT1,1.719,+,0.0856
H6PD,1.719,+,0.0857
SLC30A6,-1.718,-,0.08588
MPC2,1.717,+,0.08591
APCS,1.717,+,0.08603
EIF1,-1.717,-,0.08607
RBM33,-1.716,-,0.08615
CLRN1,1.716,+,0.08615
KRAS,1.715,+,0.08629
C2orf82,1.715,+,0.08636
RNF14,-1.714,-,0.08652
P4HTM,1.714,+,0.08654
SFI1,-1.713,-,0.0867
AKAP12,-1.713,-,0.08676
MIER1,-1.713,-,0.08679
KMT2C,1.712,+,0.08685
CD46,1.711,+,0.08702
NCK1,-1.711,-,0.08702
CD44,1.711,+,0.08713
UBAP1,1.71,+,0.08728
NICN1,1.71,+,0.0873
DDX11,-1.71,-,0.08731
GPNMB,1.71,+,0.08732
ELMSAN1,-1.709,-,0.08739
BPGM,-1.709,-,0.08743
FLJ37307,-1.709,-,0.08744
ZNF282,1.709,+,0.08746
RTN4RL1,1.708,+,0.08756
GPX2,1.708,+,0.08766
CTDSPL2,-1.708,-,0.08767
CC2D1A,1.708,+,0.0877
ZNF230,1.707,+,0.08774
PTEN,-1.707,-,0.08777
LEPR,-1.707,-,0.0878
NFKB2,-1.707,-,0.08782
JOSD2,1.707,+,0.0879
LIME1,-1.706,-,0.08807
FTSJD2,1.705,+,0.08818
CDC25C,1.705,+,0.08826
MCM5,1.705,+,0.08826
NSG2,1.705,+,0.08828
RPE,-1.704,-,0.08833
SYCP2,1.704,+,0.08833
NDRG3,1.704,+,0.08835
RPGRIP1,-1.704,-,0.08838
ZDHHC24,1.704,+,0.08847
EDDM3A,1.703,+,0.08848
TALDO1,1.703,+,0.08851
GATSL3,1.702,+,0.08872
FAM110A,-1.702,-,0.08878
FAM210B,1.701,+,0.08887
MRPL48,-1.701,-,0.0889
PITPNM2,1.701,+,0.08891
LPAL2,1.701,+,0.08899
APPL2,-1.701,-,0.08899
TERF2IP,-1.701,-,0.08902
ZBTB48,1.701,+,0.08903
GATC,-1.7,-,0.08913
ADAT1,1.699,+,0.08938
MRPL15,1.699,+,0.08938
CDH26,1.698,+,0.08945
UCKL1,-1.698,-,0.08948
ZCRB1,-1.698,-,0.08959
RNF113A,-1.697,-,0.08973
C15orf57,-1.697,-,0.08977
ZNF473,1.696,+,0.08988
TCEAL2,1.695,+,0.09007
CSNK1G3,-1.694,-,0.09018
PANX3,1.694,+,0.09019
NPTXR,1.694,+,0.0902
NOTCH1,-1.694,-,0.0902
BRD1,-1.694,-,0.09023
JUNB,1.694,+,0.09029
HSPBP1,1.694,+,0.0903
CDC27,-1.694,-,0.09035
C1orf170,1.693,+,0.09041
CDHR2,1.693,+,0.09043
C19orf12,-1.692,-,0.0906
PHYHIP,1.692,+,0.0906
NXPH1,1.692,+,0.09065
ELAVL3,1.692,+,0.09065
PPP4R1,1.692,+,0.09071
GOLIM4,1.691,+,0.09087
RNF8,-1.691,-,0.0909
ERC1,-1.69,-,0.09095
CHAF1B,1.69,+,0.09099
RAD52,-1.69,-,0.09104
SPAST,1.69,+,0.09106
MTDH,-1.69,-,0.0911
PFN1,1.689,+,0.09118
SAYSD1,-1.689,-,0.09121
GPC6,1.689,+,0.09122
SLC39A14,-1.688,-,0.09136
CRTC2,-1.688,-,0.09148
BLZF1,-1.688,-,0.09149
EZR,1.687,+,0.09152
PHF5A,-1.687,-,0.09164
PROSC,-1.687,-,0.09168
EIF5A2,1.685,+,0.09194
ANKS6,-1.685,-,0.09203
C10orf54,1.685,+,0.09204
SEMA5B,1.685,+,0.09205
SFR1,-1.684,-,0.09221
OR9I1,1.684,+,0.09228
EXOC1,-1.683,-,0.09238
SWSAP1,1.682,+,0.09247
CENPT,1.682,+,0.09248
WDYHV1,-1.682,-,0.09255
SLC7A1,-1.681,-,0.09272
SKP2,-1.681,-,0.09273
TMEM14B,-1.681,-,0.09281
IGSF8,-1.68,-,0.09293
CYHR1,-1.68,-,0.09296
RADIL,1.68,+,0.09301
MRPS34,-1.678,-,0.09332
PPP2R4,1.678,+,0.09336
RPN2,-1.678,-,0.09342
PLEKHA4,-1.678,-,0.09343
LDHC,1.678,+,0.09344
PUSL1,-1.677,-,0.09349
KCTD6,-1.676,-,0.09366
UHMK1,1.676,+,0.0937
KLRK1,1.676,+,0.09377
SPG20,-1.675,-,0.09384
LOC554223,1.675,+,0.09386
ATRN,1.675,+,0.09403
ZNF92,-1.674,-,0.09411
KCNMB3,-1.673,-,0.09424
C2orf69,-1.673,-,0.09439
NCOA1,1.673,+,0.09442
ABHD12,1.672,+,0.09451
MYOZ1,1.672,+,0.09452
HIST1H2BF,-1.671,-,0.09475
RRAGC,1.67,+,0.09483
TAF6,-1.67,-,0.09488
MX1,1.669,+,0.09505
CCNI,1.669,+,0.0951
ZFP69B,-1.669,-,0.09517
MTCP1,-1.668,-,0.09525
CSTF1,-1.668,-,0.09526
PA2G4,-1.668,-,0.0953
PBDC1,-1.668,-,0.09532
KDM2B,1.666,+,0.09564
TRPV1,-1.666,-,0.09572
LOC153684,1.665,+,0.09582
OTUD4,-1.665,-,0.09596
THUMPD3,-1.665,-,0.09599
GOLGA4,-1.664,-,0.09603
MGAT5,-1.664,-,0.09606
PPM1M,1.663,+,0.09623
RPH3AL,1.663,+,0.0963
DEDD2,1.663,+,0.09641
ZNF358,-1.662,-,0.09644
TTC13,1.662,+,0.09649
C2CD2L,-1.662,-,0.09649
PIM2,-1.662,-,0.09653
MRPL47,-1.662,-,0.09656
HOXA1,1.661,+,0.09672
TEDDM1,1.661,+,0.09679
GDPD1,-1.66,-,0.09687
MAN2C1,1.66,+,0.09692
FAM173A,-1.66,-,0.09693
CYTH1,1.659,+,0.09707
MYO5C,1.659,+,0.09719
CS,1.659,+,0.09721
HMGN5,-1.658,-,0.09723
ACTN2,-1.658,-,0.09731
MRPL44,1.658,+,0.09733
TNS1,1.658,+,0.09739
LGALS2,1.658,+,0.0974
IMMT,-1.657,-,0.09761
ARMC8,-1.656,-,0.09772
GSC,1.656,+,0.09781
MTMR9,-1.655,-,0.09783
GADD45B,1.655,+,0.09797
LILRB5,1.654,+,0.09809
PPP1R35,-1.653,-,0.09827
FAM5C,1.652,+,0.09845
RGMB,1.652,+,0.09851
EXO5,1.651,+,0.09864
AKAP4,1.651,+,0.09871
CAB39L,1.651,+,0.09873
FBXW8,-1.651,-,0.09876
ERCC3,-1.651,-,0.0988
DLD,-1.65,-,0.09897
NFASC,1.65,+,0.09904
PPP3CA,1.649,+,0.09925
MTG1,-1.648,-,0.09931
AZIN1,1.648,+,0.09936
